Make,Model,Year,Mileage,Fuel_Type,Engine_Size,Transmission,Body_Type,Color,Owner_History,Price,Age
honda,model c,-1.0851417012334048,-1.4659359143300705,petrol,0.5422627328408811,automatic,hatchback,gray,third owner,10961.41,1.085141701233392
hyundai,model d,1.5105460890923161,-0.3158684125197869,diesel,1.3214380494478781,manual,hatchback,black,second owner,17673.19,-1.5105460890923295
nissan,model a,-1.2293465784737228,-1.3990395006516911,electric,-0.6697877596588921,cvt,suv,black,third owner,13768.92,1.2293465784737099
nissan,model d,0.9337265801310449,-0.6111020414482677,electric,1.1482879790907676,cvt,truck,white,third owner,19274.11,-0.933726580131058
chevrolet,model d,0.35690707116977355,1.5785245218969655,petrol,0.19596259212666023,manual,hatchback,blue,third owner,10862.07,-0.35690707116978665
bmw,model c,-1.2293465784737228,-1.116336281770613,petrol,1.6677381901620996,cvt,truck,white,third owner,14701.88,1.2293465784737099
hyundai,model c,-0.7967319467527691,-1.340917950717259,diesel,-0.8429378300160029,cvt,coupe,black,second owner,12639.96,0.7967319467527562
volkswagen,model b,-1.3735514557140405,1.0423040439788072,hybrid,1.2348630142693233,cvt,sedan,black,third owner,8469.22,1.3735514557140276
volkswagen,model d,-1.3735514557140405,0.40443344611378335,hybrid,1.0617129439122126,manual,hatchback,red,third owner,7531.1,1.3735514557140276
hyundai,model c,-1.2293465784737228,-0.5093803872860985,electric,-0.7563627948374475,automatic,truck,blue,first owner,14836.19,1.2293465784737099
mercedes,model c,-1.6619612101946761,-1.4279631683729082,hybrid,-1.0160879003731134,manual,suv,white,second owner,12888.51,1.6619612101946633
mercedes,model a,-1.5177563329543584,-0.23834916786877602,petrol,0.1093875569481049,cvt,suv,red,second owner,13214.43,1.5177563329543455
bmw,model c,1.5105460890923161,1.532635322779503,electric,1.3214380494478781,automatic,coupe,black,second owner,24357.11,-1.5105460890923295
mercedes,model b,-0.07570756055117998,-0.9822573175526388,hybrid,0.5422627328408811,automatic,sedan,red,third owner,19778.05,0.07570756055116692
toyota,model a,-0.07570756055117998,0.285615114493978,hybrid,-1.5355381114444449,automatic,sedan,black,third owner,9286.54,0.07570756055116692
ford,model d,0.6453168256504092,-1.1272929390813295,electric,1.4080130846264332,manual,suv,black,second owner,18467.7,-0.6453168256504224
hyundai,model a,-0.07570756055117998,-0.08340605752049282,diesel,-0.4966376893017819,manual,hatchback,blue,second owner,12951.0,0.07570756055116692
honda,model d,0.9337265801310449,-0.03843488083276395,diesel,-1.275813005908779,cvt,suv,gray,first owner,15836.89,-0.933726580131058
kia,model c,-0.5083221922721335,-1.234689640990943,hybrid,-0.9295128651945581,cvt,sedan,blue,third owner,12493.99,0.5083221922721205
hyundai,model d,-1.6619612101946761,0.20416148800125167,petrol,-1.1026629355516686,cvt,suv,gray,third owner,7332.65,1.6619612101946633
mercedes,model d,-0.21991243779149783,0.7456635754826826,hybrid,0.28253762730521514,automatic,coupe,red,third owner,15283.86,0.21991243779148478
bmw,model a,-0.940936823993087,-1.5831328037363204,electric,1.0617129439122126,cvt,truck,gray,third owner,20809.23,0.9409368239930741
hyundai,model c,-0.21991243779149783,-0.7626830436772669,hybrid,0.5422627328408811,manual,sedan,black,second owner,11595.53,0.21991243779148478
ford,model b,0.9337265801310449,-0.19102928444523526,diesel,-1.6221131466229999,manual,coupe,white,third owner,16585.25,-0.933726580131058
chevrolet,model a,0.7895217028907271,-1.1297966366169667,petrol,1.0617129439122126,cvt,truck,blue,second owner,18035.8,-0.7895217028907402
kia,model c,-1.3735514557140405,-1.4715871173390798,petrol,-1.5355381114444449,cvt,hatchback,white,first owner,8215.68,1.3735514557140276
mercedes,model b,-0.07570756055117998,0.6268094767552252,petrol,-1.4489630762658894,manual,truck,red,first owner,16957.19,0.07570756055116692
nissan,model b,-0.21991243779149783,1.66092001555786,electric,0.6288377680194365,cvt,hatchback,black,second owner,11955.21,0.21991243779148478
ford,model a,1.3663412118519984,0.41308908616555723,diesel,-0.9295128651945581,manual,suv,gray,third owner,15575.15,-1.3663412118520115
bmw,model b,-1.3735514557140405,-1.145856067952696,diesel,1.3214380494478781,cvt,coupe,gray,first owner,12609.2,1.3735514557140276
ford,model c,-1.5177563329543584,1.210075623604926,diesel,-1.6221131466229999,manual,suv,blue,first owner,4644.24,1.5177563329543455
chevrolet,model a,0.7895217028907271,0.8600348633844278,electric,-0.236912583766116,manual,hatchback,red,second owner,16978.8,-0.7895217028907402
toyota,model d,-0.07570756055117998,0.03690257025147748,electric,-1.5355381114444449,cvt,truck,red,third owner,15335.04,0.07570756055116692
chevrolet,model a,-1.6619612101946761,-0.4909126373684707,hybrid,1.4945881198049888,manual,sedan,blue,third owner,6850.66,1.6619612101946633
chevrolet,model a,-1.5177563329543584,0.14574187883638648,petrol,0.36911266248377045,automatic,truck,blue,third owner,4348.29,1.5177563329543455
volkswagen,model a,1.3663412118519984,0.05099481066634904,diesel,0.022812521769549583,automatic,hatchback,white,first owner,17648.16,-1.3663412118520115
mercedes,model a,0.35690707116977355,0.382734734138262,diesel,-1.1026629355516686,automatic,coupe,gray,second owner,17323.98,-0.35690707116978665
honda,model d,-1.6619612101946761,1.1949342146989304,diesel,-1.0160879003731134,automatic,suv,black,first owner,5007.79,1.6619612101946633
bmw,model a,-0.7967319467527691,-0.7423196370540853,electric,-1.0160879003731134,cvt,sedan,red,second owner,21441.06,0.7967319467527562
ford,model d,0.6453168256504092,1.7114350939316425,diesel,-0.15033754858756104,automatic,coupe,blue,third owner,14759.68,-0.6453168256504224
honda,model a,1.654750966332634,1.4072119986133027,hybrid,-1.7086881818015554,manual,truck,gray,second owner,18567.52,-1.6547509663326474
toyota,model b,-1.6619612101946761,-0.15541716759310212,electric,0.1093875569481049,manual,sedan,white,first owner,10339.26,1.6619612101946633
kia,model d,0.06849731668913786,1.7183143009700357,diesel,-1.1892379707302236,automatic,hatchback,red,second owner,12519.13,-0.06849731668915093
ford,model a,-0.5083221922721335,-1.3280894814394233,petrol,-0.3234876189446713,cvt,coupe,blue,second owner,14241.34,0.5083221922721205
hyundai,model d,0.35690707116977355,0.3919030360663806,electric,-1.1026629355516686,automatic,truck,black,first owner,16184.81,-0.35690707116978665
nissan,model c,0.7895217028907271,-0.500104784035024,hybrid,-0.4100626541232266,automatic,hatchback,white,third owner,17372.15,-0.7895217028907402
bmw,model b,-1.3735514557140405,-0.5210046972729849,diesel,1.7543132253406544,manual,hatchback,gray,first owner,16266.05,1.3735514557140276
honda,model e,0.7895217028907271,-0.9694884601208896,hybrid,-0.15033754858756104,cvt,hatchback,black,first owner,18951.81,-0.7895217028907402
hyundai,model c,-1.3735514557140405,-0.9555154433981913,diesel,0.022812521769549583,cvt,hatchback,black,third owner,7801.19,1.3735514557140276
bmw,model d,1.2221363346116805,0.7029695713154617,electric,-1.5355381114444449,automatic,sedan,gray,third owner,21687.09,-1.2221363346116938
bmw,model b,1.5105460890923161,0.3828181907227832,diesel,-1.3623880410873344,automatic,sedan,red,third owner,21729.52,-1.5105460890923295
ford,model a,-0.07570756055117998,0.7297591349467785,petrol,0.5422627328408811,cvt,coupe,blue,first owner,10713.66,0.07570756055116692
bmw,model b,0.2127021939294557,1.6872088396820493,petrol,-1.5355381114444449,manual,hatchback,blue,second owner,16191.01,-0.2127021939294688
volkswagen,model a,1.654750966332634,0.47575305877178814,petrol,1.0617129439122126,automatic,truck,red,third owner,16597.57,-1.6547509663326474
kia,model c,0.9337265801310449,-1.1377250121464841,diesel,-1.3623880410873344,cvt,truck,blue,first owner,18624.98,-0.933726580131058
hyundai,model a,1.654750966332634,-0.33478921246767285,petrol,-1.1026629355516686,cvt,coupe,black,second owner,19767.87,-1.6547509663326474
toyota,model a,1.2221363346116805,-1.5964500901520662,petrol,1.0617129439122126,manual,truck,red,second owner,18208.44,-1.2221363346116938
volkswagen,model a,-1.5177563329543584,-0.7386594697043684,hybrid,1.5811631549835439,cvt,hatchback,gray,third owner,8690.35,1.5177563329543455
honda,model e,1.3663412118519984,-0.516378818016665,electric,0.36911266248377045,manual,hatchback,white,second owner,20651.97,-1.3663412118520115
hyundai,model a,-1.6619612101946761,-1.703679878892637,petrol,1.6677381901620996,automatic,hatchback,red,second owner,7700.12,1.6619612101946633
toyota,model e,0.5011119484100913,-0.9554081420752354,electric,-0.7563627948374475,automatic,hatchback,blue,first owner,17729.31,-0.5011119484101045
volkswagen,model e,-1.0851417012334048,0.0695698619069327,petrol,-0.6697877596588921,automatic,hatchback,red,third owner,7366.68,1.085141701233392
nissan,model d,0.2127021939294557,0.8523091681316047,electric,1.5811631549835439,manual,truck,white,first owner,14723.92,-0.2127021939294688
ford,model c,-0.21991243779149783,-0.9065741177610951,diesel,0.5422627328408811,manual,hatchback,black,first owner,14791.81,0.21991243779148478
mercedes,model c,1.5105460890923161,-0.23533280845679422,electric,0.28253762730521514,cvt,coupe,blue,first owner,28510.65,-1.5105460890923295
mercedes,model c,-1.5177563329543584,1.6151858072402228,petrol,0.6288377680194365,cvt,sedan,blue,first owner,9941.8,1.5177563329543455
honda,model c,-1.5177563329543584,-0.9645049097880501,hybrid,0.36911266248377045,manual,hatchback,blue,first owner,8630.19,1.5177563329543455
volkswagen,model a,1.5105460890923161,1.0660295587212727,electric,-1.1026629355516686,cvt,suv,blue,third owner,18727.13,-1.5105460890923295
mercedes,model c,1.5105460890923161,0.9428714847063631,hybrid,0.8019878383765466,manual,coupe,black,second owner,23178.91,-1.5105460890923295
mercedes,model a,-0.07570756055117998,-0.12078268501678921,hybrid,1.5811631549835439,automatic,suv,red,second owner,18691.29,0.07570756055116692
toyota,model a,0.06849731668913786,1.1789343952092877,petrol,-1.0160879003731134,manual,truck,black,third owner,12501.72,-0.06849731668915093
honda,model d,-1.3735514557140405,-0.3349918927443673,diesel,-0.9295128651945581,automatic,coupe,blue,third owner,8546.12,1.3735514557140276
toyota,model c,0.6453168256504092,-0.22259971813269708,petrol,-1.0160879003731134,manual,hatchback,blue,second owner,18175.38,-0.6453168256504224
hyundai,model a,0.5011119484100913,-0.39623710341373714,petrol,0.36911266248377045,cvt,sedan,black,third owner,16541.41,-0.5011119484101045
kia,model a,-0.21991243779149783,-1.4277604880962136,petrol,0.6288377680194365,automatic,truck,white,second owner,13734.35,0.21991243779148478
toyota,model a,-0.940936823993087,0.48155925258062265,electric,-1.1026629355516686,cvt,hatchback,black,first owner,9788.32,0.9409368239930741
toyota,model c,1.0779314573713628,0.9109314575731644,hybrid,-0.236912583766116,manual,coupe,blue,second owner,16884.46,-1.0779314573713759
volkswagen,model b,0.7895217028907271,0.7135327904420067,petrol,-1.0160879003731134,cvt,suv,gray,first owner,13756.2,-0.7895217028907402
hyundai,model b,-0.21991243779149783,1.2364717490520711,petrol,1.0617129439122126,cvt,sedan,red,third owner,9792.04,0.21991243779148478
ford,model e,0.5011119484100913,-0.2833680340333742,petrol,0.9751379087336569,automatic,truck,blue,second owner,16045.03,-0.5011119484101045
chevrolet,model c,-0.940936823993087,1.250873971066593,petrol,0.9751379087336569,cvt,coupe,gray,third owner,8524.45,0.9409368239930741
toyota,model c,0.35690707116977355,0.6373369287741183,petrol,0.7154128031979914,automatic,coupe,black,first owner,14411.87,-0.35690707116978665
mercedes,model a,-0.36411731503181566,-1.413107896328128,hybrid,1.4080130846264332,manual,hatchback,black,first owner,19851.51,0.3641173150318026
kia,model d,1.654750966332634,0.5643004949488195,electric,1.6677381901620996,automatic,sedan,black,second owner,20245.08,-1.6547509663326474
volkswagen,model c,-0.6525270695124513,1.0597583925129628,petrol,-1.0160879003731134,automatic,coupe,blue,first owner,7259.05,0.6525270695124383
mercedes,model a,0.7895217028907271,0.9367314645594436,hybrid,0.1093875569481049,automatic,hatchback,black,second owner,18016.17,-0.7895217028907402
hyundai,model a,-1.3735514557140405,-0.09798711507327447,petrol,-1.275813005908779,cvt,sedan,black,first owner,9002.7,1.3735514557140276
ford,model a,-0.21991243779149783,0.2154042821731839,diesel,0.022812521769549583,cvt,hatchback,gray,third owner,9904.33,0.21991243779148478
mercedes,model a,0.9337265801310449,-0.43367334275612013,hybrid,-1.4489630762658894,cvt,truck,black,third owner,22369.62,-0.933726580131058
bmw,model b,-1.2293465784737228,1.3878143038967239,diesel,-0.236912583766116,automatic,truck,red,first owner,13293.44,1.2293465784737099
ford,model b,0.06849731668913786,0.7802861356897781,electric,0.888562873555102,automatic,coupe,blue,second owner,13826.46,-0.06849731668915093
honda,model e,1.2221363346116805,-0.6228217303888928,electric,-0.6697877596588921,cvt,sedan,white,first owner,20464.76,-1.2221363346116938
hyundai,model e,-1.5177563329543584,-1.554006455738409,diesel,0.28253762730521514,cvt,sedan,black,second owner,9302.5,1.5177563329543455
hyundai,model d,-1.0851417012334048,-0.9496615601124875,petrol,0.6288377680194365,manual,sedan,blue,third owner,12028.55,1.085141701233392
honda,model c,-0.21991243779149783,-0.2513207055772196,electric,-0.236912583766116,manual,hatchback,white,third owner,14789.63,0.21991243779148478
honda,model b,0.9337265801310449,-1.289782909144176,hybrid,1.0617129439122126,automatic,coupe,gray,third owner,16525.96,-0.933726580131058
chevrolet,model a,-0.6525270695124513,1.1362880805189361,hybrid,0.888562873555102,manual,truck,red,first owner,10920.2,0.6525270695124383
kia,model e,-0.5083221922721335,-0.06945688553622908,petrol,1.4945881198049888,manual,sedan,gray,second owner,12562.14,0.5083221922721205
nissan,model d,-0.6525270695124513,-1.5618156075757532,diesel,1.4945881198049888,manual,hatchback,white,third owner,11404.04,0.6525270695124383
kia,model b,-1.0851417012334048,-1.7407822918969351,hybrid,0.36911266248377045,cvt,sedan,white,first owner,12350.24,1.085141701233392
volkswagen,model b,1.0779314573713628,-0.054267787153364146,hybrid,-0.8429378300160029,manual,hatchback,gray,second owner,18343.11,-1.0779314573713759
hyundai,model e,0.2127021939294557,0.21801528103177684,diesel,1.6677381901620996,automatic,sedan,black,first owner,10350.06,-0.2127021939294688
toyota,model a,0.5011119484100913,1.1985705373102127,diesel,-1.3623880410873344,manual,suv,white,second owner,14717.58,-0.5011119484101045
mercedes,model a,0.5011119484100913,-0.4314438597124814,hybrid,-1.1026629355516686,cvt,coupe,gray,first owner,20126.74,-0.5011119484101045
chevrolet,model c,1.2221363346116805,0.7540211563040234,petrol,-1.3623880410873344,automatic,truck,gray,second owner,15418.11,-1.2221363346116938
ford,model e,-1.3735514557140405,-0.9060256887770983,diesel,0.1093875569481049,manual,coupe,blue,third owner,8570.96,1.3735514557140276
toyota,model c,-1.6619612101946761,-0.3754325691295148,hybrid,1.0617129439122126,automatic,truck,gray,third owner,7352.56,1.6619612101946633
toyota,model e,-1.3735514557140405,1.1484250523821673,hybrid,0.1093875569481049,manual,hatchback,blue,third owner,4758.41,1.3735514557140276
mercedes,model d,-0.07570756055117998,-1.1524968276067429,hybrid,1.6677381901620996,automatic,suv,gray,second owner,17162.26,0.07570756055116692
nissan,model a,0.35690707116977355,1.6342377532494992,petrol,-1.3623880410873344,cvt,truck,blue,second owner,14179.56,-0.35690707116978665
hyundai,model a,-0.940936823993087,0.3770477640216006,hybrid,-0.7563627948374475,cvt,suv,black,second owner,6334.61,0.9409368239930741
hyundai,model b,1.3663412118519984,0.9146154696613161,diesel,-0.236912583766116,cvt,suv,blue,second owner,15299.47,-1.3663412118520115
nissan,model d,-0.07570756055117998,1.5256845815258058,petrol,1.4080130846264332,automatic,hatchback,blue,first owner,10766.35,0.07570756055116692
toyota,model d,-1.3735514557140405,1.399533992837349,hybrid,-0.6697877596588921,cvt,sedan,black,third owner,6710.02,1.3735514557140276
bmw,model a,1.0779314573713628,-1.5680271619379766,diesel,-1.0160879003731134,cvt,sedan,red,second owner,23456.76,-1.0779314573713759
