Make,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
Ford,Model C,2011,48237,Petrol,4.3,Automatic,Hatchback,Blue,First Owner,12827.92,12
Hyundai,Model D,2021,10920,Diesel,4.5,CVT,Sedan,Blue,Third Owner,17335.01,2
Honda,Model B,2017,209428,Electric,3.0,Manual,Coupe,Blue,Third Owner,18981.41,6
Toyota,Model B,2011,87778,Electric,1.4,CVT,SUV,Red,First Owner,18041.09,12
Kia,Model D,2009,218678,Petrol,1.4,Automatic,Truck,White,Second Owner,8300.72,14
Chevrolet,Model A,2012,196227,Hybrid,2.9,Manual,Coupe,Black,First Owner,11772.77,11
Toyota,Model E,2001,77757,Diesel,3.2,Automatic,Hatchback,White,First Owner,8372.66,22
Toyota,Model A,2021,252970,Petrol,1.2,Automatic,Coupe,Black,Second Owner,15862.4,2
Hyundai,Model A,2000,180681,Diesel,5.0,CVT,Truck,White,First Owner,5348.51,23
Kia,Model E,2004,196948,Diesel,4.1,Manual,Coupe,White,Third Owner,8950.07,19
Nissan,Model B,2004,139832,Electric,5.0,CVT,Hatchback,Red,First Owner,15221.09,19
Hyundai,Model B,2007,244628,Electric,2.7,Manual,Truck,White,First Owner,12841.76,16
Nissan,Model E,2020,291849,Diesel,4.1,CVT,Truck,Gray,Third Owner,16719.16,3
Chevrolet,Model E,2006,54383,Petrol,1.8,Automatic,Sedan,White,Second Owner,10427.22,17
Mercedes,Model D,2006,215691,Hybrid,4.8,Manual,Truck,Gray,First Owner,15170.89,17
Ford,Model E,2013,241198,Electric,2.0,Manual,Coupe,Blue,First Owner,14757.47,10
Chevrolet,Model A,2020,181408,Electric,4.4,CVT,Sedan,Blue,Third Owner,18880.11,3
Honda,Model D,2023,114838,Hybrid,1.3,Manual,Hatchback,Red,Third Owner,20635.79,0
Hyundai,Model B,2006,293301,Diesel,3.4,Manual,Coupe,Gray,First Owner,7414.69,17
BMW,Model C,2005,45496,Hybrid,1.9,CVT,Coupe,Gray,First Owner,14726.66,18
Nissan,Model C,2016,226378,Diesel,2.7,Manual,SUV,Gray,Third Owner,14984.55,7
Honda,Model C,2007,221522,Petrol,4.7,Automatic,Sedan,White,Third Owner,9849.2,16
Mercedes,Model D,2018,47349,Petrol,3.4,Manual,SUV,White,First Owner,21792.24,5
Chevrolet,Model D,2007,193710,Diesel,3.5,CVT,Coupe,Blue,Third Owner,8700.86,16
Chevrolet,Model B,2015,72829,Electric,1.4,CVT,SUV,Black,Second Owner,17735.95,8
Honda,Model D,2011,132148,Hybrid,1.2,Manual,Coupe,Blue,Second Owner,12173.57,12
Toyota,Model E,2013,71095,Hybrid,3.0,CVT,Coupe,Gray,First Owner,14590.08,10
Toyota,Model D,2021,14632,Petrol,3.6,Manual,SUV,White,Second Owner,17999.24,2
Volkswagen,Model B,2003,261611,Electric,4.2,CVT,Sedan,Gray,Second Owner,9788.34,20
Honda,Model E,2016,292565,Electric,1.2,Automatic,Coupe,Gray,Third Owner,17833.35,7
Kia,Model B,2002,30297,Diesel,2.5,Automatic,SUV,Black,Third Owner,8478.31,21
Kia,Model C,2019,35414,Diesel,3.2,Manual,SUV,Red,First Owner,16586.72,4
Honda,Model C,2007,102398,Diesel,4.0,CVT,Truck,Gray,Third Owner,13235.2,16
Toyota,Model B,2004,144365,Diesel,1.9,Manual,Hatchback,White,Third Owner,9044.91,19
Volkswagen,Model E,2020,155751,Electric,1.4,Automatic,Coupe,Red,First Owner,19033.16,3
Mercedes,Model D,2007,221768,Diesel,4.7,CVT,Hatchback,Blue,Second Owner,14186.67,16
Chevrolet,Model C,2020,229385,Petrol,3.1,CVT,SUV,Gray,Third Owner,14420.18,3
Kia,Model D,2001,226445,Hybrid,2.9,Automatic,Sedan,Gray,First Owner,6639.9,22
Ford,Model A,2023,136140,Diesel,4.8,CVT,Truck,Red,Second Owner,21939.4,0
Toyota,Model D,2015,76160,Hybrid,3.5,CVT,Sedan,Red,Third Owner,15596.55,8
Kia,Model C,2007,297896,Electric,2.2,Automatic,SUV,Black,Second Owner,12052.26,16
Honda,Model A,2002,48357,Petrol,4.4,CVT,Hatchback,Gray,Second Owner,9554.2,21
Ford,Model E,2013,115553,Electric,2.1,Automatic,Sedan,White,First Owner,17420.48,10
Honda,Model E,2018,107848,Electric,2.4,Automatic,Truck,Blue,Third Owner,21198.09,5
Volkswagen,Model B,2005,11580,Diesel,1.9,CVT,Truck,White,First Owner,10728.58,18
Mercedes,Model A,2018,79300,Electric,4.6,Manual,Coupe,Red,First Owner,24112.39,5
Mercedes,Model E,2004,245005,Diesel,4.7,Manual,Coupe,White,Second Owner,12089.8,19
Toyota,Model E,2002,238016,Petrol,4.8,CVT,Truck,Black,Second Owner,6760.86,21
Hyundai,Model A,2004,33175,Petrol,4.7,CVT,Sedan,Gray,Second Owner,10392.44,19
Toyota,Model A,2013,132620,Petrol,4.9,Automatic,Coupe,Red,Third Owner,16974.42,10
Honda,Model D,2015,187723,Petrol,1.1,CVT,SUV,Blue,First Owner,12865.95,8
Honda,Model C,2007,152243,Hybrid,2.1,CVT,Sedan,White,First Owner,10715.6,16
Nissan,Model A,2007,269049,Diesel,3.4,Automatic,SUV,Gray,Second Owner,10269.9,16
Mercedes,Model C,2020,239446,Diesel,4.1,Manual,Hatchback,Black,Third Owner,19971.22,3
Toyota,Model E,2006,119423,Electric,2.2,CVT,Hatchback,Blue,Third Owner,14323.54,17
Kia,Model E,2006,77824,Electric,3.0,Automatic,SUV,Blue,First Owner,13864.72,17
Hyundai,Model D,2005,250978,Diesel,2.2,Manual,Sedan,Red,Third Owner,8626.96,18
BMW,Model E,2006,226377,Diesel,1.7,Manual,Coupe,Black,First Owner,11898.95,17
Hyundai,Model E,2017,27556,Diesel,4.2,Manual,Sedan,Black,Third Owner,16976.47,6
Mercedes,Model B,2013,297440,Electric,4.7,Manual,Truck,Black,Third Owner,18924.88,10
BMW,Model B,2002,74701,Electric,4.8,Automatic,Truck,Blue,Third Owner,15957.9,21
BMW,Model A,2019,294357,Electric,3.8,CVT,Coupe,Red,First Owner,23167.64,4
Mercedes,Model A,2009,33085,Petrol,4.2,Manual,Hatchback,Gray,First Owner,17317.31,14
Nissan,Model A,2005,152635,Hybrid,3.8,Manual,SUV,Black,First Owner,8660.0,18
Nissan,Model B,2014,42515,Hybrid,3.7,Automatic,SUV,White,Third Owner,13984.36,9
Mercedes,Model C,2006,164535,Electric,1.2,Automatic,SUV,Black,Third Owner,18483.4,17
Mercedes,Model E,2005,194711,Diesel,2.6,Manual,Truck,Red,First Owner,12391.92,18
Mercedes,Model A,2008,140340,Hybrid,3.1,Automatic,Truck,White,Second Owner,15652.07,15
Mercedes,Model B,2018,227422,Diesel,3.3,Manual,Sedan,Red,Third Owner,19174.25,5
Ford,Model B,2010,106805,Petrol,2.9,Manual,Coupe,Gray,Third Owner,14734.81,13
Ford,Model B,2003,237971,Electric,1.3,CVT,Coupe,Gray,Third Owner,9313.51,20
Toyota,Model B,2022,163247,Hybrid,2.8,CVT,Truck,White,Third Owner,17047.85,1
Kia,Model D,2005,292618,Hybrid,1.5,Manual,Coupe,Red,Second Owner,8645.78,18
Mercedes,Model C,2014,42869,Petrol,3.4,Automatic,Hatchback,Red,First Owner,20237.67,9
BMW,Model C,2023,186237,Diesel,3.0,CVT,Coupe,Red,First Owner,23373.04,0
Hyundai,Model E,2008,240975,Hybrid,1.0,CVT,Truck,Black,First Owner,7861.48,15
Mercedes,Model B,2022,278549,Electric,2.7,Manual,SUV,Gray,First Owner,22998.62,1
Mercedes,Model A,2001,230298,Diesel,2.8,CVT,Coupe,Red,Second Owner,11163.06,22
Hyundai,Model A,2002,6857,Electric,3.1,Automatic,Coupe,Gray,First Owner,13777.93,21
Toyota,Model B,2019,153886,Petrol,3.3,Automatic,Truck,Gray,First Owner,14816.35,4
BMW,Model C,2001,213948,Diesel,3.1,CVT,SUV,Black,Third Owner,9943.05,22
Toyota,Model B,2020,85192,Hybrid,4.1,CVT,Truck,White,First Owner,16834.0,3
BMW,Model A,2017,95742,Diesel,4.4,Automatic,Hatchback,White,Second Owner,22575.99,6
BMW,Model D,2003,101479,Diesel,1.1,Manual,Hatchback,Black,Third Owner,15628.06,20
Chevrolet,Model E,2011,297057,Diesel,2.4,Manual,Hatchback,Black,First Owner,10096.8,12
Ford,Model C,2001,30169,Hybrid,2.5,Manual,Sedan,Blue,First Owner,7182.81,22
Ford,Model D,2022,185901,Petrol,4.6,Automatic,SUV,Blue,First Owner,17066.47,1
Honda,Model A,2016,257680,Petrol,1.6,CVT,Sedan,Black,Third Owner,13324.29,7
Honda,Model C,2021,79078,Hybrid,1.9,CVT,Truck,Gray,First Owner,19077.6,2
Mercedes,Model A,2018,263271,Diesel,1.3,Manual,Hatchback,Black,First Owner,20316.76,5
Toyota,Model A,2011,178311,Electric,3.8,Automatic,Coupe,White,First Owner,12824.71,12
Volkswagen,Model E,2017,36588,Petrol,1.2,Automatic,SUV,White,Third Owner,16470.68,6
BMW,Model E,2004,176493,Petrol,3.3,CVT,SUV,Blue,Third Owner,13284.72,19
BMW,Model A,2012,247477,Diesel,2.8,Manual,Hatchback,Gray,First Owner,15943.66,11
Mercedes,Model C,2016,14765,Hybrid,3.3,CVT,Coupe,Black,Second Owner,20339.7,7
Chevrolet,Model D,2004,7450,Petrol,1.8,Manual,Sedan,White,Second Owner,10057.71,19
Mercedes,Model E,2000,38327,Petrol,1.2,Manual,Sedan,White,Second Owner,11912.02,23
Volkswagen,Model C,2004,76286,Hybrid,1.1,Manual,Truck,Red,First Owner,12381.88,19
Toyota,Model D,2022,287727,Diesel,1.9,Automatic,Sedan,Gray,Second Owner,15113.49,1
Nissan,Model A,2012,204698,Diesel,1.4,CVT,Truck,Black,Third Owner,12817.59,11
BMW,Model E,2009,170877,Electric,3.1,Manual,Coupe,Gray,First Owner,17144.08,14
Nissan,Model C,2005,294737,Petrol,3.3,Manual,Truck,White,Third Owner,9971.69,18
BMW,Model B,2002,279161,Electric,2.0,Manual,Sedan,Black,First Owner,13826.02,21
Hyundai,Model A,2006,224925,Diesel,1.9,Automatic,Truck,Black,First Owner,9194.52,17
Ford,Model A,2009,217200,Petrol,3.4,Manual,Sedan,White,Third Owner,9405.12,14
Nissan,Model D,2021,258149,Hybrid,4.6,CVT,Sedan,White,First Owner,14843.24,2
Chevrolet,Model D,2009,95326,Petrol,4.4,CVT,Sedan,Black,Second Owner,11668.34,14
Toyota,Model D,2000,237970,Diesel,5.0,Automatic,Coupe,Red,Third Owner,6854.26,23
Toyota,Model D,2005,289615,Diesel,3.1,Manual,SUV,Red,Third Owner,9655.25,18
Hyundai,Model D,2022,253277,Electric,1.8,Automatic,Hatchback,Blue,Second Owner,19118.48,1
Toyota,Model C,2015,187634,Diesel,3.3,Manual,Sedan,Red,Third Owner,13923.61,8
Ford,Model B,2006,257466,Hybrid,2.5,Automatic,Truck,White,First Owner,10380.39,17
Ford,Model E,2007,235598,Hybrid,2.2,CVT,Truck,Black,Second Owner,10211.15,16
Volkswagen,Model A,2023,123114,Petrol,4.4,Automatic,Coupe,Black,First Owner,21660.2,0
Toyota,Model E,2019,171722,Hybrid,3.3,Manual,Truck,White,Second Owner,15657.67,4
BMW,Model B,2020,202946,Diesel,3.3,CVT,SUV,Black,Third Owner,19429.19,3
Kia,Model D,2019,37559,Petrol,3.8,Manual,Coupe,Red,Third Owner,19323.0,4
Nissan,Model A,2010,203968,Hybrid,1.7,Automatic,Truck,Gray,Third Owner,10335.22,13
Chevrolet,Model A,2020,119668,Petrol,2.8,Automatic,Sedan,Black,Second Owner,16815.6,3
Nissan,Model E,2023,143334,Petrol,3.5,CVT,Sedan,Black,Third Owner,19148.59,0
Volkswagen,Model A,2014,241932,Petrol,3.5,Automatic,SUV,Blue,Second Owner,12692.43,9
Chevrolet,Model B,2018,34034,Hybrid,2.8,CVT,Truck,White,Third Owner,17662.94,5
Toyota,Model D,2017,282511,Petrol,2.9,CVT,SUV,Gray,Third Owner,15954.47,6
Honda,Model D,2018,155567,Petrol,4.2,Automatic,Truck,White,Second Owner,13809.22,5
BMW,Model D,2004,227282,Electric,2.6,Automatic,Truck,Blue,Second Owner,15510.46,19
Mercedes,Model A,2022,258577,Electric,3.9,Automatic,Hatchback,Gray,Third Owner,22653.05,1
Mercedes,Model C,2012,244212,Diesel,4.9,Automatic,Coupe,Red,Second Owner,15735.8,11
Ford,Model B,2007,190483,Petrol,2.4,CVT,Hatchback,Red,First Owner,9682.24,16
Kia,Model C,2022,40890,Diesel,2.7,Manual,Truck,Gray,First Owner,21163.17,1
Mercedes,Model E,2007,86941,Electric,4.6,Automatic,Coupe,Black,Second Owner,20375.56,16
Honda,Model E,2014,131389,Hybrid,4.0,CVT,Truck,Red,Third Owner,15083.77,9
Nissan,Model D,2008,191992,Diesel,3.4,Manual,Coupe,Blue,First Owner,8617.07,15
Chevrolet,Model E,2001,295013,Diesel,2.1,Manual,Truck,Gray,First Owner,5423.86,22
Honda,Model A,2011,272591,Petrol,2.3,Automatic,Sedan,Black,First Owner,12637.32,12
Ford,Model C,2013,263533,Diesel,2.9,Automatic,Sedan,Black,Second Owner,12922.22,10
Nissan,Model A,2008,168754,Diesel,4.3,CVT,Coupe,Black,Second Owner,7742.33,15
Chevrolet,Model E,2013,180105,Diesel,2.8,Automatic,Coupe,Gray,Third Owner,13660.66,10
Chevrolet,Model A,2011,111092,Hybrid,1.9,CVT,Hatchback,Red,Third Owner,15799.91,12
Nissan,Model B,2023,278096,Diesel,2.0,Manual,Truck,Red,Third Owner,17813.72,0
Mercedes,Model E,2017,72697,Hybrid,3.0,CVT,Hatchback,Red,First Owner,23916.74,6
Mercedes,Model E,2009,274304,Petrol,4.6,Automatic,SUV,Gray,Second Owner,13116.99,14
Toyota,Model B,2023,63300,Petrol,2.8,Manual,Coupe,Blue,Second Owner,20398.94,0
Kia,Model E,2022,123401,Hybrid,4.2,Automatic,SUV,White,Third Owner,19303.21,1
Hyundai,Model D,2002,132685,Hybrid,4.3,Automatic,Sedan,Red,Second Owner,8328.97,21
BMW,Model A,2004,116449,Hybrid,1.2,Manual,Sedan,Red,Third Owner,17142.47,19
Nissan,Model A,2013,274173,Diesel,2.8,CVT,Truck,Blue,Second Owner,12424.64,10
Chevrolet,Model E,2018,283548,Petrol,2.2,CVT,SUV,Gray,Second Owner,13784.58,5
Honda,Model D,2016,178630,Hybrid,4.5,Manual,SUV,Blue,Second Owner,15493.96,7
Ford,Model B,2020,178350,Electric,2.9,Manual,Hatchback,Blue,First Owner,20179.6,3
Hyundai,Model D,2001,184643,Hybrid,4.2,Automatic,Sedan,Blue,First Owner,5690.35,22
Mercedes,Model B,2020,128443,Petrol,4.9,Manual,Truck,Blue,First Owner,24536.95,3
Hyundai,Model E,2007,248932,Diesel,3.5,CVT,Truck,Red,Second Owner,10863.19,16
Ford,Model D,2001,22590,Diesel,4.9,CVT,Hatchback,Blue,Third Owner,7165.51,22
Mercedes,Model B,2006,38504,Diesel,2.8,Automatic,Hatchback,Gray,First Owner,16498.18,17
Kia,Model D,2005,11232,Hybrid,2.7,Automatic,Coupe,Black,Third Owner,12881.85,18
Honda,Model B,2022,234458,Electric,1.6,Manual,SUV,Red,Third Owner,19183.82,1
Chevrolet,Model D,2021,162081,Hybrid,3.2,Manual,SUV,Blue,First Owner,14356.02,2
Chevrolet,Model C,2019,120462,Petrol,2.1,CVT,Coupe,Gray,First Owner,17340.25,4
Hyundai,Model B,2012,234254,Diesel,1.0,Automatic,Coupe,Gray,Third Owner,12519.39,11
Ford,Model D,2014,115396,Diesel,1.7,CVT,SUV,Gray,Third Owner,16661.61,9
Kia,Model B,2002,19029,Hybrid,4.8,Manual,Coupe,Red,First Owner,8952.68,21
Honda,Model B,2008,31144,Hybrid,3.3,Automatic,Coupe,Gray,Second Owner,11872.77,15
Volkswagen,Model B,2022,158806,Electric,4.3,Automatic,SUV,Blue,Second Owner,17531.79,1
Ford,Model E,2007,39062,Petrol,3.1,CVT,Sedan,Blue,Second Owner,12428.26,16
Volkswagen,Model C,2016,147908,Petrol,4.2,Manual,SUV,White,Third Owner,14537.6,7
Volkswagen,Model B,2000,139380,Hybrid,3.8,Manual,Truck,White,Second Owner,8423.43,23
Kia,Model B,2023,76282,Electric,3.3,Manual,Sedan,Gray,First Owner,22798.5,0
Hyundai,Model A,2022,94510,Electric,1.4,Manual,Hatchback,Red,First Owner,22853.74,1
Chevrolet,Model A,2022,120957,Electric,5.0,Automatic,SUV,White,Third Owner,23185.43,1
Toyota,Model C,2003,205582,Petrol,3.3,Automatic,Hatchback,White,Third Owner,8190.49,20
Toyota,Model A,2017,111266,Hybrid,3.5,Automatic,Coupe,Red,Second Owner,16766.96,6
Volkswagen,Model D,2019,241388,Hybrid,1.1,Automatic,Sedan,White,Second Owner,14489.75,4
Kia,Model B,2016,274909,Hybrid,2.7,CVT,Truck,Gray,Third Owner,13754.29,7
Ford,Model D,2018,114980,Diesel,3.8,Automatic,Coupe,Black,First Owner,17489.0,5
Kia,Model C,2018,190782,Petrol,1.7,Automatic,Coupe,Gray,Third Owner,12531.72,5
Honda,Model D,2004,241381,Hybrid,4.6,Manual,SUV,Gray,First Owner,6757.61,19
Hyundai,Model B,2004,219790,Hybrid,1.2,Automatic,Coupe,White,First Owner,9472.79,19
Volkswagen,Model B,2009,175889,Electric,1.6,CVT,Coupe,White,Second Owner,14994.73,14
Toyota,Model D,2008,145365,Electric,3.1,Manual,Sedan,Gray,Third Owner,17015.54,15
Mercedes,Model D,2006,75777,Hybrid,3.5,CVT,Sedan,Blue,First Owner,16522.57,17
BMW,Model C,2005,117800,Electric,2.6,CVT,SUV,Gray,First Owner,17920.81,18
Kia,Model C,2012,214749,Petrol,3.3,Manual,Truck,Black,Third Owner,11107.77,11
Mercedes,Model C,2009,130967,Electric,2.7,Manual,Truck,Red,Second Owner,20790.96,14
BMW,Model A,2010,212282,Electric,4.8,Manual,Truck,Black,Second Owner,18096.11,13
Chevrolet,Model B,2018,142389,Diesel,3.5,Manual,Hatchback,Blue,Third Owner,18185.41,5
Hyundai,Model A,2021,156538,Electric,4.0,Manual,SUV,White,Third Owner,19370.82,2
Chevrolet,Model E,2015,16872,Electric,2.9,Automatic,Sedan,Blue,First Owner,20751.92,8
Honda,Model B,2003,259210,Electric,2.5,Automatic,Hatchback,Gray,Third Owner,8484.16,20
Volkswagen,Model A,2004,261412,Hybrid,1.2,CVT,SUV,White,First Owner,5894.75,19
Toyota,Model C,2003,43119,Petrol,4.1,Automatic,Truck,Red,Third Owner,9604.52,20
Chevrolet,Model C,2001,80700,Petrol,4.6,Manual,Coupe,Red,Second Owner,10287.29,22
BMW,Model E,2003,212123,Diesel,4.9,Manual,Truck,Black,Third Owner,12929.72,20
Mercedes,Model A,2000,35102,Diesel,1.6,Automatic,Sedan,Red,Third Owner,14747.84,23
Honda,Model B,2013,132349,Electric,1.0,CVT,SUV,Red,Third Owner,18404.44,10
Mercedes,Model E,2018,134289,Electric,1.4,Automatic,SUV,Blue,Third Owner,24842.13,5
Mercedes,Model C,2015,12471,Electric,2.4,Manual,Truck,White,Second Owner,24538.29,8
Mercedes,Model A,2015,97479,Hybrid,1.3,CVT,Sedan,Red,First Owner,22580.19,8
Volkswagen,Model B,2018,238476,Petrol,3.7,CVT,SUV,Black,First Owner,12731.22,5
BMW,Model E,2007,239977,Petrol,2.5,Automatic,Coupe,White,Third Owner,13339.61,16
Kia,Model A,2010,240797,Petrol,4.7,CVT,Coupe,Red,Second Owner,10268.97,13
Hyundai,Model A,2008,218196,Hybrid,1.6,CVT,Hatchback,Gray,Third Owner,11032.67,15
BMW,Model C,2001,176634,Hybrid,1.2,CVT,Truck,White,Third Owner,12762.12,22
Chevrolet,Model E,2007,249671,Petrol,1.8,Manual,SUV,Gray,Second Owner,8402.83,16
Mercedes,Model E,2005,25153,Electric,2.5,Manual,Truck,Black,Second Owner,18056.93,18
Hyundai,Model B,2018,96356,Diesel,2.7,Automatic,Sedan,Black,Third Owner,16848.65,5
Ford,Model C,2009,29330,Diesel,1.6,Manual,Sedan,Red,First Owner,12743.45,14
Toyota,Model D,2021,88375,Petrol,1.7,Automatic,SUV,Red,First Owner,18756.96,2
Toyota,Model B,2015,97439,Petrol,1.3,Automatic,Sedan,Gray,First Owner,15968.8,8
Nissan,Model B,2017,182543,Electric,2.4,Automatic,SUV,Red,Second Owner,15698.24,6
Toyota,Model C,2018,78621,Electric,2.6,Manual,Coupe,Black,Third Owner,20463.74,5
Toyota,Model C,2017,81207,Petrol,4.1,Manual,Truck,Gray,Second Owner,18816.32,6
Toyota,Model C,2016,75133,Hybrid,2.0,Manual,Sedan,White,Second Owner,18221.79,7
Mercedes,Model E,2013,189516,Electric,1.5,Manual,Coupe,Blue,Third Owner,21515.19,10
Toyota,Model E,2023,128502,Diesel,2.3,CVT,Sedan,Black,Second Owner,19077.63,0
Hyundai,Model E,2019,96175,Petrol,2.5,CVT,Hatchback,Gray,Third Owner,19230.81,4
Honda,Model B,2019,200419,Hybrid,1.8,Manual,SUV,Gray,First Owner,13729.4,4
BMW,Model D,2018,243430,Hybrid,4.6,Manual,SUV,Red,Third Owner,17907.74,5
Nissan,Model C,2009,199893,Diesel,3.7,Manual,Coupe,Gray,Third Owner,8524.31,14
Nissan,Model B,2022,65304,Petrol,1.7,CVT,Sedan,Red,Third Owner,19013.23,1
Volkswagen,Model C,2020,5033,Diesel,3.7,Automatic,Hatchback,Gray,Second Owner,18958.4,3
BMW,Model A,2014,263859,Petrol,3.3,Automatic,SUV,Blue,First Owner,17981.56,9
Kia,Model B,2016,52371,Diesel,2.1,CVT,Hatchback,Blue,First Owner,16970.62,7
Volkswagen,Model B,2005,271926,Hybrid,3.0,CVT,Sedan,White,Third Owner,8177.1,18
BMW,Model C,2017,178548,Hybrid,2.5,Manual,SUV,White,Third Owner,17946.75,6
Ford,Model B,2009,157621,Petrol,4.4,Manual,Sedan,Blue,Third Owner,10661.64,14
Hyundai,Model A,2011,20116,Electric,1.3,Automatic,SUV,Blue,Second Owner,16564.49,12
Hyundai,Model D,2001,183799,Electric,2.8,CVT,Hatchback,Gray,Second Owner,10916.46,22
Honda,Model A,2012,61590,Diesel,1.9,Automatic,SUV,Red,Third Owner,14143.85,11
Honda,Model E,2018,57206,Petrol,1.8,Manual,Hatchback,Gray,Third Owner,18824.02,5
Chevrolet,Model C,2003,205027,Diesel,1.7,CVT,Hatchback,Red,First Owner,7536.02,20
Nissan,Model D,2009,264537,Diesel,2.7,CVT,Truck,Black,Second Owner,9026.53,14
Nissan,Model A,2015,245534,Petrol,3.5,Manual,Coupe,White,First Owner,13243.35,8
Ford,Model B,2020,94482,Hybrid,1.1,CVT,SUV,Blue,Second Owner,17344.53,3
Ford,Model B,2022,180246,Electric,3.2,CVT,Coupe,White,Third Owner,19716.6,1
Ford,Model E,2017,139588,Electric,2.1,CVT,Coupe,Black,Third Owner,20029.36,6
Nissan,Model D,2002,222341,Diesel,2.9,Manual,Hatchback,Red,Second Owner,7663.46,21
BMW,Model D,2015,28489,Diesel,1.9,Manual,Sedan,Gray,First Owner,22047.02,8
Toyota,Model D,2016,131442,Hybrid,3.8,Automatic,Coupe,White,Third Owner,15932.17,7
Kia,Model E,2020,131046,Petrol,4.9,Manual,Sedan,White,First Owner,19243.67,3
Honda,Model C,2002,217932,Petrol,3.2,Manual,Sedan,Blue,Third Owner,6180.23,21
Ford,Model C,2009,183560,Hybrid,1.8,CVT,SUV,Gray,Second Owner,9913.81,14
Ford,Model E,2007,6689,Petrol,2.1,CVT,Truck,Gray,Second Owner,13717.23,16
Hyundai,Model E,2009,288156,Hybrid,1.3,CVT,Hatchback,Blue,Second Owner,8908.32,14
BMW,Model A,2012,78280,Hybrid,4.0,Automatic,Hatchback,Blue,Third Owner,19667.26,11
Honda,Model A,2006,147959,Hybrid,4.3,Automatic,Truck,White,First Owner,12046.99,17
Toyota,Model A,2018,201978,Hybrid,3.8,Automatic,Truck,Gray,Second Owner,16285.17,5
BMW,Model E,2017,260759,Electric,4.2,Automatic,Coupe,Blue,First Owner,22014.66,6
Toyota,Model D,2016,166402,Diesel,3.2,Automatic,Hatchback,White,Second Owner,14658.43,7
Chevrolet,Model D,2011,296628,Petrol,3.5,Automatic,SUV,Red,Second Owner,10639.31,12
Kia,Model E,2011,238174,Diesel,2.6,Manual,Hatchback,Blue,Third Owner,12389.7,12
BMW,Model D,2002,140289,Hybrid,4.3,CVT,SUV,Red,Third Owner,13559.23,21
Nissan,Model C,2022,255089,Hybrid,2.8,Manual,Hatchback,White,Third Owner,15680.89,1
BMW,Model A,2011,145654,Hybrid,3.0,CVT,Hatchback,Gray,Second Owner,19179.1,12
Nissan,Model C,2016,287175,Diesel,2.3,Automatic,Hatchback,Blue,Second Owner,11735.47,7
Kia,Model E,2013,248667,Diesel,2.0,Manual,Coupe,Red,First Owner,11250.76,10
Honda,Model C,2023,21773,Hybrid,3.0,Automatic,Coupe,Red,Third Owner,21996.7,0
Nissan,Model B,2003,201098,Hybrid,2.7,CVT,Sedan,Blue,Second Owner,8284.4,20
Chevrolet,Model D,2004,199541,Hybrid,2.6,CVT,Hatchback,Gray,First Owner,5612.74,19
Toyota,Model D,2016,287307,Petrol,1.1,CVT,Truck,Black,Second Owner,14025.34,7
Toyota,Model E,2011,81181,Electric,1.7,CVT,Truck,Red,Third Owner,18329.44,12
Volkswagen,Model E,2001,254395,Petrol,2.1,Manual,Hatchback,Black,Second Owner,4524.4,22
Toyota,Model A,2016,142498,Electric,3.4,Manual,SUV,White,Second Owner,19725.89,7
Ford,Model B,2019,102087,Petrol,2.9,Automatic,Truck,Gray,First Owner,16727.63,4
Volkswagen,Model B,2004,259764,Hybrid,2.5,CVT,Truck,Red,First Owner,6879.0,19
Hyundai,Model D,2004,235935,Hybrid,3.4,CVT,Coupe,Black,First Owner,9130.07,19
Volkswagen,Model C,2017,240533,Diesel,5.0,CVT,Coupe,Blue,Third Owner,14385.33,6
Toyota,Model B,2000,54508,Petrol,1.8,CVT,Sedan,Black,Second Owner,9021.3,23
Nissan,Model A,2010,181739,Petrol,1.1,Manual,SUV,Red,First Owner,12405.86,13
Mercedes,Model E,2007,283470,Hybrid,4.9,CVT,Sedan,Red,First Owner,15436.94,16
Mercedes,Model E,2018,212047,Hybrid,3.1,CVT,SUV,White,First Owner,20299.09,5
Nissan,Model C,2010,145898,Electric,1.4,Automatic,Truck,White,First Owner,17990.05,13
Nissan,Model C,2010,246366,Electric,4.6,CVT,Coupe,Gray,Second Owner,12421.71,13
Toyota,Model E,2001,88617,Petrol,4.4,CVT,Truck,White,Third Owner,10295.2,22
Nissan,Model A,2004,293767,Petrol,2.7,Automatic,Sedan,Gray,Third Owner,7201.44,19
BMW,Model B,2013,242980,Diesel,1.6,CVT,Truck,Blue,Third Owner,17690.05,10
Volkswagen,Model A,2009,265544,Diesel,1.5,Automatic,Sedan,Gray,Third Owner,8283.3,14
Mercedes,Model A,2005,197242,Electric,4.3,CVT,Coupe,Black,Third Owner,16260.79,18
Hyundai,Model E,2019,22637,Petrol,2.7,Manual,Truck,Black,Third Owner,19369.48,4
Hyundai,Model E,2005,60141,Hybrid,2.2,CVT,Coupe,White,Second Owner,11665.92,18
Nissan,Model E,2009,121454,Petrol,2.5,Automatic,Truck,White,First Owner,11516.31,14
Honda,Model D,2015,255415,Petrol,2.4,Manual,SUV,Gray,Third Owner,12096.05,8
Chevrolet,Model E,2003,172040,Diesel,2.1,Manual,Truck,Black,Third Owner,6620.57,20
Honda,Model E,2004,105857,Petrol,2.6,Automatic,Truck,Red,Second Owner,9057.56,19
Kia,Model E,2007,83084,Electric,3.6,Automatic,Sedan,White,Third Owner,15882.91,16
